,country,year,gdp,cement_co2,fossil_fuel_co2
35259,Philippines,1946,19338250240.0,0.029,0.084
35260,Philippines,1947,26976509952.0,0.065,0.132
35261,Philippines,1948,31530194944.0,0.058,0.158
35262,Philippines,1949,33523144704.0,0.098,0.22
35263,Philippines,1950,36049936384.0,0.145,3.4589999999999996
35264,Philippines,1951,39957430272.0,0.153,3.4000000000000004
35265,Philippines,1952,42409127936.0,0.153,3.8989999999999996
35266,Philippines,1953,46221742080.0,0.145,3.8880000000000003
35267,Philippines,1954,49679314944.0,0.153,5.178
35268,Philippines,1955,53157363712.0,0.196,6.42
35269,Philippines,1956,56877154304.0,0.215,6.039
35270,Philippines,1957,59939975168.0,0.251,6.478
35271,Philippines,1958,62008238080.0,0.316,7.244
35272,Philippines,1959,66250981376.0,0.36,6.867
35273,Philippines,1960,67128594432.0,0.393,7.933
35274,Philippines,1961,70879199232.0,0.505,8.208
35275,Philippines,1962,74296893440.0,0.476,9.86
35276,Philippines,1963,79496470528.0,0.469,11.003
35277,Philippines,1964,82248589312.0,0.592,12.23
35278,Philippines,1965,86595485696.0,0.756,13.208
35279,Philippines,1966,90426064896.0,0.796,15.309
35280,Philippines,1967,95250677760.0,1.043,17.166
35281,Philippines,1968,99985080320.0,1.268,20.954
35282,Philippines,1969,104606236672.0,1.457,21.372000000000003
35283,Philippines,1970,108553592832.0,1.21,23.541
35284,Philippines,1971,114467545088.0,1.541,26.011000000000003
35285,Philippines,1972,120671313920.0,1.436,24.974
35286,Philippines,1973,131496108032.0,2.006,29.495
35287,Philippines,1974,136133255168.0,1.73,28.763
35288,Philippines,1975,143695708160.0,2.108,30.374
35289,Philippines,1976,156320022528.0,2.207,32.858999999999995
35290,Philippines,1977,165102796800.0,2.044,34.632
35291,Philippines,1978,173707444224.0,2.096,35.285000000000004
35292,Philippines,1979,183436886016.0,1.893,36.138
35293,Philippines,1980,192910475264.0,2.13,34.738
35294,Philippines,1981,199457193984.0,1.93,32.599
35295,Philippines,1982,206677147648.0,2.038,32.8
35296,Philippines,1983,210595332096.0,2.036,33.202999999999996
35297,Philippines,1984,195158589440.0,1.684,29.147
35298,Philippines,1985,180907327488.0,1.408,26.490000000000002
35299,Philippines,1986,187086782464.0,1.607,27.418
35300,Philippines,1987,195165618176.0,1.495,31.000999999999998
35301,Philippines,1988,208280780800.0,1.827,35.658
35302,Philippines,1989,221233807360.0,1.603,37.303
35303,Philippines,1990,227937189888.0,2.79,38.559999999999995
35304,Philippines,1991,228447698944.0,3.021,40.449999999999996
35305,Philippines,1992,230919372800.0,2.903,45.389
35306,Philippines,1993,237660504064.0,3.455,45.474
35307,Philippines,1994,250039762944.0,4.138,49.985
35308,Philippines,1995,263686193152.0,4.547,55.403999999999996
35309,Philippines,1996,281310527488.0,5.335,55.92
35310,Philippines,1997,298146725888.0,6.279,63.783
35311,Philippines,1998,298757750784.0,5.492,62.760000000000005
35312,Philippines,1999,310266101760.0,5.331,62.845000000000006
35313,Philippines,2000,326462603264.0,5.059,67.289
35314,Philippines,2001,338531942400.0,3.623,66.68
35315,Philippines,2002,353568391168.0,5.553,64.604
35316,Philippines,2003,374041673728.0,5.359,64.857
35317,Philippines,2004,402137743360.0,5.416,67.355
35318,Philippines,2005,424650342400.0,6.221,67.051
35319,Philippines,2006,450316369920.0,4.88,61.643
35320,Philippines,2007,483816439808.0,5.155,65.60799999999999
35321,Philippines,2008,507831517184.0,5.168,72.133
35322,Philippines,2009,517597462528.0,5.67,70.821
35323,Philippines,2010,561436033024.0,6.056,76.896
35324,Philippines,2011,586460954624.0,6.114,77.629
35325,Philippines,2012,625662230528.0,7.218,81.191
35326,Philippines,2013,669825564672.0,7.715,88.07900000000001
35327,Philippines,2014,711518781440.0,8.155,93.029
35328,Philippines,2015,753489674240.0,9.206,102.94
35329,Philippines,2016,805057069056.0,8.804,112.668
35330,Philippines,2017,858818805760.0,9.952,124.94999999999999
35331,Philippines,2018,912443441152.0,10.603,130.709
35332,Philippines,2019,991316346836.3647,10.603,133.4
35333,Philippines,2020,951665480000.7831,8.804,123.899
35334,Philippines,2021,1036732961826.6799,10.335,132.256
35335,Philippines,2022,1063558311016.2849,10.335,139.925
43200,Thailand,1950,26094198784.0,0.084,0.872
43201,Thailand,1951,27943960576.0,0.153,0.9380000000000001
43202,Thailand,1952,29485821952.0,0.123,1.155
43203,Thailand,1953,32726595584.0,0.142,1.502
43204,Thailand,1954,32462198784.0,0.189,1.861
43205,Thailand,1955,35317682176.0,0.189,2.184
43206,Thailand,1956,35930312704.0,0.196,2.422
43207,Thailand,1957,36335820800.0,0.2,2.722
43208,Thailand,1958,37656809472.0,0.225,2.792
43209,Thailand,1959,42160910336.0,0.251,3.0709999999999997
43210,Thailand,1960,47266906112.0,0.262,3.448
43211,Thailand,1961,49743294464.0,0.4,3.741
43212,Thailand,1962,53581279232.0,0.476,4.550000000000001
43213,Thailand,1963,57963802624.0,0.491,5.071000000000001
43214,Thailand,1964,61933268992.0,0.523,6.947
43215,Thailand,1965,66849222656.0,0.618,6.822
43216,Thailand,1966,74363576320.0,0.734,8.731000000000002
43217,Thailand,1967,80603447296.0,0.857,11.293000000000001
43218,Thailand,1968,87150755840.0,1.17,15.905000000000001
43219,Thailand,1969,94018289664.0,1.188,13.352
43220,Thailand,1970,100145348608.0,1.297,14.055
43221,Thailand,1971,105055223808.0,1.355,17.846999999999998
43222,Thailand,1972,109423362048.0,1.622,20.137
43223,Thailand,1973,120382742528.0,1.756,22.588
43224,Thailand,1974,125775708160.0,1.83,22.273999999999997
43225,Thailand,1975,132015456256.0,1.83,22.406
43226,Thailand,1976,144055664640.0,2.024,26.531000000000002
43227,Thailand,1977,158271602688.0,2.282,29.587
43228,Thailand,1978,173964918784.0,2.238,32.504
43229,Thailand,1979,183049027584.0,2.276,34.086
43230,Thailand,1980,191441879040.0,2.275,37.442
43231,Thailand,1981,202771415040.0,2.627,34.897
43232,Thailand,1982,213618819072.0,2.727,34.585
43233,Thailand,1983,225512488960.0,2.948,38.799
43234,Thailand,1984,238519435264.0,3.288,41.827999999999996
43235,Thailand,1985,249623871488.0,3.106,44.68600000000001
43236,Thailand,1986,263410237440.0,3.049,45.719
43237,Thailand,1987,288520110080.0,3.729,49.842
43238,Thailand,1988,326878396416.0,4.281,56.21
43239,Thailand,1989,366691713024.0,5.483,65.92
43240,Thailand,1990,407627792384.0,6.468,80.095
43241,Thailand,1991,439083565056.0,5.995,89.049
43242,Thailand,1992,476583460864.0,8.232,97.28099999999999
43243,Thailand,1993,514625699840.0,12.064,109.79100000000001
43244,Thailand,1994,552247492608.0,13.357,123.335
43245,Thailand,1995,593301602304.0,15.337,138.072
43246,Thailand,1996,622895955968.0,17.355,155.96200000000002
43247,Thailand,1997,601920897024.0,19.34,161.612
43248,Thailand,1998,552405762048.0,13.279,146.198
43249,Thailand,1999,574009180160.0,16.077,150.88299999999998
43250,Thailand,2000,595846889472.0,15.299,151.767
43251,Thailand,2001,612467343360.0,17.47,154.50900000000001
43252,Thailand,2002,645971836928.0,19.739,164.651
43253,Thailand,2003,688026353664.0,17.49,173.233
43254,Thailand,2004,726679355392.0,18.26,188.618
43255,Thailand,2005,752297639936.0,20.236,193.63400000000001
43256,Thailand,2006,784687300608.0,21.226,194.20000000000002
43257,Thailand,2007,822075064320.0,22.01,201.68899999999996
43258,Thailand,2008,830943461376.0,19.441,204.435
43259,Thailand,2009,820031258624.0,18.68,209.738
43260,Thailand,2010,876003852288.0,18.486,222.138
43261,Thailand,2011,877821296640.0,18.206,225.976
43262,Thailand,2012,941351305216.0,18.746,242.603
43263,Thailand,2013,967124254720.0,18.914,244.034
43264,Thailand,2014,975956344832.0,19.722,252.024
43265,Thailand,2015,1004624871424.0,20.024,256.273
43266,Thailand,2016,1037065846784.0,23.053,260.283
43267,Thailand,2017,1079232954368.0,22.388,260.259
43268,Thailand,2018,1124031922176.0,22.466,265.267
43269,Thailand,2019,1206595142882.3135,22.304,258.97499999999997
43270,Thailand,2020,1110064666786.4778,21.926,249.319
43271,Thailand,2021,1121400934282.0232,21.151,245.569
43272,Thailand,2022,1098898920508.6943,21.151,249.187
47021,Vietnam,1950,26590203904.0,0.073,1.406
47022,Vietnam,1951,27805476864.0,0.105,1.1800000000000002
47023,Vietnam,1952,29029003264.0,0.113,1.751
47024,Vietnam,1953,30331846656.0,0.145,1.605
47025,Vietnam,1954,31754100736.0,0.127,2.543
47026,Vietnam,1955,33146984448.0,0.149,3.3739999999999997
47027,Vietnam,1956,34502635520.0,0.098,2.811
47028,Vietnam,1957,35813199872.0,0.08,2.7960000000000003
47029,Vietnam,1958,37248765952.0,0.149,4.866
47030,Vietnam,1959,38721822720.0,0.189,6.415
47031,Vietnam,1960,40330104832.0,0.2,7.284
47032,Vietnam,1961,42315554816.0,0.225,7.753
47033,Vietnam,1962,47686352896.0,0.229,9.109
47034,Vietnam,1963,49115045888.0,0.243,8.866
47035,Vietnam,1964,51513348096.0,0.356,11.431000000000001
47036,Vietnam,1965,52087201792.0,0.469,12.681000000000001
47037,Vietnam,1966,52540121088.0,0.436,18.745
47038,Vietnam,1967,45975453696.0,0.462,22.5
47039,Vietnam,1968,45129842688.0,0.316,23.285
47040,Vietnam,1969,48936554496.0,0.367,26.689
47041,Vietnam,1970,49899864064.0,0.389,27.784
47042,Vietnam,1971,52424466432.0,0.376,24.128
47043,Vietnam,1972,57069109248.0,0.245,22.79
47044,Vietnam,1973,60966748160.0,0.373,24.695
47045,Vietnam,1974,58534064128.0,0.339,18.72
47046,Vietnam,1975,54421135360.0,0.337,21.433999999999997
47047,Vietnam,1976,63562190848.0,0.357,13.542
47048,Vietnam,1977,65895690240.0,0.404,14.843
47049,Vietnam,1978,66386604032.0,0.402,14.986
47050,Vietnam,1979,66730921984.0,0.344,15.905000000000001
47051,Vietnam,1980,64834248704.0,0.301,16.488
47052,Vietnam,1981,67145973760.0,0.255,17.44
47053,Vietnam,1982,72591843328.0,0.373,17.968
47054,Vietnam,1983,76562653184.0,0.429,18.84
47055,Vietnam,1984,83442098176.0,0.505,16.99
47056,Vietnam,1985,88396906496.0,0.594,20.503
47057,Vietnam,1986,90992386048.0,0.696,19.889000000000003
47058,Vietnam,1987,94239735808.0,0.756,22.541
47059,Vietnam,1988,99912859648.0,0.884,21.965
47060,Vietnam,1989,104599150592.0,0.895,15.931000000000001
47061,Vietnam,1990,109939941376.0,1.117,20.181
47062,Vietnam,1991,115914735616.0,1.334,20.041999999999998
47063,Vietnam,1992,125496475648.0,1.769,19.698
47064,Vietnam,1993,135124664320.0,1.847,21.006
47065,Vietnam,1994,146504138752.0,2.056,24.112000000000002
47066,Vietnam,1995,159950176256.0,2.536,26.160999999999998
47067,Vietnam,1996,174167982080.0,2.85,31.356999999999996
47068,Vietnam,1997,187681374208.0,3.451,41.066
47069,Vietnam,1998,197797871616.0,4.168,42.624
47070,Vietnam,1999,206474854400.0,4.464,42.425
47071,Vietnam,2000,219648868352.0,5.628,46.97200000000001
47072,Vietnam,2001,233951166464.0,6.574,53.081
47073,Vietnam,2002,249609535488.0,8.274,60.226
47074,Vietnam,2003,266926604288.0,9.366,66.681
47075,Vietnam,2004,286642536448.0,10.301,77.443
47076,Vietnam,2005,307221168128.0,11.983,82.71100000000001
47077,Vietnam,2006,327378436096.0,12.258,86.36800000000001
47078,Vietnam,2007,349424484352.0,14.063,86.29899999999999
47079,Vietnam,2008,367900196864.0,15.363,97.964
47080,Vietnam,2009,386341339136.0,19.239,104.204
47081,Vietnam,2010,409655377920.0,23.77,114.815
47082,Vietnam,2011,433527848960.0,28.223,123.00399999999999
47083,Vietnam,2012,456298921984.0,28.118,114.47200000000001
47084,Vietnam,2013,481060683776.0,30.316,119.168
47085,Vietnam,2014,509802446848.0,32.694,147.242
47086,Vietnam,2015,543931138048.0,34.298,179.346
47087,Vietnam,2016,577683456000.0,36.822,184.816
47088,Vietnam,2017,617774710784.0,42.735,185.175
47089,Vietnam,2018,661488402432.0,49.637,206.71099999999998
47090,Vietnam,2019,713234853249.6611,56.538,283.798
47091,Vietnam,2020,739366337427.356,60.066,302.02
47092,Vietnam,2021,781008371456.0714,62.071,289.488
47093,Vietnam,2022,872016714813.7202,58.552,283.945
26406,Malaysia,1947,9859344384.0,0.0,0.6859999999999999
26407,Malaysia,1948,11186658304.0,0.0,1.19
26408,Malaysia,1949,14788840448.0,0.0,1.22
26409,Malaysia,1950,15987990528.0,0.0,3.655
26410,Malaysia,1951,15105320960.0,0.0,5.221
26411,Malaysia,1952,15824946176.0,0.0,6.369999999999999
26412,Malaysia,1953,15901922304.0,0.015,6.484000000000001
26413,Malaysia,1954,16904214528.0,0.045,6.9590000000000005
26414,Malaysia,1955,17014372352.0,0.056,7.372999999999999
26415,Malaysia,1956,18039670784.0,0.052,7.510999999999999
26416,Malaysia,1957,17947285504.0,0.054,3.4589999999999996
26417,Malaysia,1958,17939273728.0,0.054,3.777
26418,Malaysia,1959,19161571328.0,0.094,3.0890000000000004
26419,Malaysia,1960,20557094912.0,0.142,4.0600000000000005
26420,Malaysia,1961,21987710976.0,0.164,4.522
26421,Malaysia,1962,23236757504.0,0.16,4.617
26422,Malaysia,1963,24334878720.0,0.178,5.6499999999999995
26423,Malaysia,1964,25880614912.0,0.229,7.171
26424,Malaysia,1965,27746652160.0,0.367,8.013
26425,Malaysia,1966,29125220352.0,0.422,9.413
26426,Malaysia,1967,29621778432.0,0.411,9.716999999999999
26427,Malaysia,1968,32227313664.0,0.462,10.068999999999999
26428,Malaysia,1969,34076721152.0,0.48,8.658999999999999
26429,Malaysia,1970,36156456960.0,0.509,13.865
26430,Malaysia,1971,38820380672.0,0.545,15.300999999999998
26431,Malaysia,1972,41749893120.0,0.581,16.176
26432,Malaysia,1973,47796125696.0,0.643,15.718
26433,Malaysia,1974,51361124352.0,0.692,15.966999999999999
26434,Malaysia,1975,51780284416.0,0.737,15.831999999999999
26435,Malaysia,1976,58225278976.0,0.892,19.583999999999996
26436,Malaysia,1977,62980902912.0,0.915,18.573
26437,Malaysia,1978,68504293376.0,1.137,19.394000000000002
26438,Malaysia,1979,74075578368.0,1.178,22.548000000000002
26439,Malaysia,1980,80232407040.0,1.227,23.374999999999996
26440,Malaysia,1981,85915672576.0,1.489,26.667
26441,Malaysia,1982,91022696448.0,1.652,25.85
26442,Malaysia,1983,96580485120.0,1.716,32.269
26443,Malaysia,1984,104084234240.0,1.855,28.432
26444,Malaysia,1985,103003217920.0,1.679,32.526
26445,Malaysia,1986,104308424704.0,1.927,35.567
26446,Malaysia,1987,109808533504.0,1.801,37.036
26447,Malaysia,1988,119529209856.0,2.06,38.05
26448,Malaysia,1989,130700369920.0,2.631,44.042
26449,Malaysia,1990,143192113152.0,3.244,47.962
26450,Malaysia,1991,157980852224.0,3.384,59.14
26451,Malaysia,1992,173287833600.0,3.275,66.509
26452,Malaysia,1993,191825428480.0,3.425,77.703
26453,Malaysia,1994,211032850432.0,4.007,81.41
26454,Malaysia,1995,233476947968.0,4.285,104.226
26455,Malaysia,1996,258686615552.0,4.789,103.031
26456,Malaysia,1997,279679762432.0,5.207,111.059
26457,Malaysia,1998,260986650624.0,5.325,101.925
26458,Malaysia,1999,279023157248.0,5.48,95.99000000000001
26459,Malaysia,2000,305415979008.0,6.588,113.69800000000001
26460,Malaysia,2001,309255241728.0,6.327,121.993
26461,Malaysia,2002,328308785152.0,7.146,122.275
26462,Malaysia,2003,349844013056.0,7.731,142.317
26463,Malaysia,2004,376296144896.0,7.775,158.55200000000002
26464,Malaysia,2005,397908672512.0,7.616,158.989
26465,Malaysia,2006,423206289408.0,8.136,158.497
26466,Malaysia,2007,453156765696.0,7.872,164.199
26467,Malaysia,2008,478516183040.0,8.416,180.88099999999997
26468,Malaysia,2009,474711556096.0,7.93,180.64600000000002
26469,Malaysia,2010,514171994112.0,7.059,189.51999999999998
26470,Malaysia,2011,545368309760.0,7.766,192.08100000000002
26471,Malaysia,2012,575191121920.0,8.111,200.43599999999998
26472,Malaysia,2013,602189201408.0,8.793,227.476
26473,Malaysia,2014,638408589312.0,9.468,229.14600000000002
26474,Malaysia,2015,670135287808.0,8.673,219.71800000000002
26475,Malaysia,2016,698530070528.0,9.126,221.862
26476,Malaysia,2017,738639609856.0,8.776,229.91199999999998
26477,Malaysia,2018,773658509312.0,9.064,249.08599999999998
26478,Malaysia,2019,787434878914.3333,9.121,254.476
26479,Malaysia,2020,727658721524.3486,11.292,253.40200000000004
26480,Malaysia,2021,806097074861.6663,11.308,263.647
26481,Malaysia,2022,877675700640.0844,11.247,276.799
20237,Indonesia,1949,94018076672.0,0.0,21.903
20238,Indonesia,1950,105742753792.0,0.0,9.831000000000001
20239,Indonesia,1951,113595809792.0,0.051,9.34
20240,Indonesia,1952,119008854016.0,0.069,12.651000000000002
20241,Indonesia,1953,125027606528.0,0.073,13.007000000000001
20242,Indonesia,1954,132648517632.0,0.073,14.674
20243,Indonesia,1955,136433229824.0,0.073,20.771
20244,Indonesia,1956,138179182592.0,0.073,21.739
20245,Indonesia,1957,147685294080.0,0.124,22.288999999999998
20246,Indonesia,1958,142311981056.0,0.149,22.057
20247,Indonesia,1959,148373766144.0,0.171,23.692000000000004
20248,Indonesia,1960,154784595968.0,0.193,21.192999999999998
20249,Indonesia,1961,164961484800.0,0.222,25.78
20250,Indonesia,1962,164672684032.0,0.251,22.724999999999998
20251,Indonesia,1963,158306828288.0,0.164,22.599000000000004
20252,Indonesia,1964,164270391296.0,0.218,22.156
20253,Indonesia,1965,165966266368.0,0.182,24.487000000000002
20254,Indonesia,1966,165937627136.0,0.167,23.208
20255,Indonesia,1967,162199044096.0,0.174,24.366
20256,Indonesia,1968,177944035328.0,0.204,27.359
20257,Indonesia,1969,199907966976.0,0.265,33.097
20258,Indonesia,1970,220830580736.0,0.273,31.945999999999998
20259,Indonesia,1971,233065676800.0,0.241,34.839999999999996
20260,Indonesia,1972,259469197312.0,0.298,37.084
20261,Indonesia,1973,297900736512.0,0.367,42.212999999999994
20262,Indonesia,1974,313092767744.0,0.421,43.071
20263,Indonesia,1975,313087918080.0,0.548,46.409
20264,Indonesia,1976,340620640256.0,0.926,51.904
20265,Indonesia,1977,367091482624.0,1.372,63.494
20266,Indonesia,1978,383794642944.0,1.92,71.045
20267,Indonesia,1979,404845723648.0,2.46,71.445
20268,Indonesia,1980,439667523584.0,3.068,79.006
20269,Indonesia,1981,469898592256.0,3.652,84.52799999999999
20270,Indonesia,1982,452605706240.0,4.0,91.464
20271,Indonesia,1983,470680076288.0,4.391,92.574
20272,Indonesia,1984,503305928704.0,4.783,100.463
20273,Indonesia,1985,515643146240.0,5.474,109.27100000000002
20274,Indonesia,1986,545914224640.0,5.977,109.194
20275,Indonesia,1987,572867018752.0,6.51,110.25399999999999
20276,Indonesia,1988,605642424320.0,6.768,117.531
20277,Indonesia,1989,660041564160.0,7.838,115.98400000000001
20278,Indonesia,1990,718548893696.0,7.719,138.282
20279,Indonesia,1991,786439995392.0,9.087,154.716
20280,Indonesia,1992,841780428800.0,9.777,177.832
20281,Indonesia,1993,912702636032.0,10.775,191.733
20282,Indonesia,1994,986200276992.0,12.538,195.891
20283,Indonesia,1995,1072204283904.0,13.312,199.464
20284,Indonesia,1996,1161281404928.0,14.266,227.861
20285,Indonesia,1997,1221454462976.0,16.01,251.98000000000002
20286,Indonesia,1998,1066065592320.0,13.077,221.141
20287,Indonesia,1999,1079382573056.0,14.082,268.92
20288,Indonesia,2000,1138300026880.0,16.446,256.314
20289,Indonesia,2001,1185220919296.0,18.462,289.862
20290,Indonesia,2002,1244249980928.0,18.137,283.272
20291,Indonesia,2003,1309811277824.0,17.811,314.599
20292,Indonesia,2004,1381839929344.0,19.047,317.997
20293,Indonesia,2005,1467344879616.0,18.527,323.427
20294,Indonesia,2006,1555183173632.0,19.047,321.566
20295,Indonesia,2007,1661589520384.0,19.567,363.369
20296,Indonesia,2008,1793465253888.0,20.542,340.461
20297,Indonesia,2009,1886334484480.0,19.437,374.075
20298,Indonesia,2010,2015864815616.0,19.461,422.071
20299,Indonesia,2011,2150142705664.0,21.1,474.163
20300,Indonesia,2012,2279736344576.0,23.294,486.01
20301,Indonesia,2013,2406465929216.0,24.775,458.37999999999994
20302,Indonesia,2014,2526852677632.0,25.534,456.593
20303,Indonesia,2015,2650203488256.0,24.558,509.131
20304,Indonesia,2016,2783164760064.0,28.71,506.286
20305,Indonesia,2017,2924271370240.0,28.966,523.592
20306,Indonesia,2018,3075456106496.0,30.832,559.323
20307,Indonesia,2019,3302155363731.311,30.156,616.966
20308,Indonesia,2020,3124979028978.941,26.297,576.163
20309,Indonesia,2021,3501050670330.04,27.262,585.5120000000001
20310,Indonesia,2022,3892301285731.6494,26.843,698.878
7606,Cambodia,1955,4170306304.0,0.0,0.103
7607,Cambodia,1956,4727680512.0,0.0,0.132
7608,Cambodia,1957,5040441344.0,0.0,0.161
7609,Cambodia,1958,5295509504.0,0.0,0.198
7610,Cambodia,1959,5813117440.0,0.0,0.213
7611,Cambodia,1960,6164508672.0,0.0,0.234
7612,Cambodia,1961,6102990848.0,0.0,0.286
7613,Cambodia,1962,6594642944.0,0.0,0.308
7614,Cambodia,1963,7098278400.0,0.0,0.388
7615,Cambodia,1964,6902566912.0,0.004,0.33799999999999997
7616,Cambodia,1965,7229629952.0,0.025,0.377
7617,Cambodia,1966,7566807040.0,0.029,0.44000000000000006
7618,Cambodia,1967,7955878912.0,0.029,0.38899999999999996
7619,Cambodia,1968,8314689536.0,0.029,0.46099999999999997
7620,Cambodia,1969,8435318784.0,0.029,1.315
7621,Cambodia,1970,7624957440.0,0.018,1.154
7622,Cambodia,1971,7240544768.0,0.029,0.22
7623,Cambodia,1972,6856060928.0,0.026,0.092
7624,Cambodia,1973,9336698880.0,0.041,0.088
7625,Cambodia,1974,7983137792.0,0.026,0.048
7626,Cambodia,1975,6929422848.0,0.026,0.048
7627,Cambodia,1976,7407833088.0,0.026,0.048
7628,Cambodia,1977,7991254528.0,0.027,0.048
7629,Cambodia,1978,8736406528.0,0.004,0.048
7630,Cambodia,1979,8922070016.0,0.0,0.029
7631,Cambodia,1980,9092188160.0,0.0,0.286
7632,Cambodia,1981,9211223040.0,0.0,0.3
7633,Cambodia,1982,9905037312.0,0.0,0.337
7634,Cambodia,1983,10619108352.0,0.0,0.366
7635,Cambodia,1984,11330466816.0,0.0,0.41
7636,Cambodia,1985,12046064640.0,0.0,0.418
7637,Cambodia,1986,12748870656.0,0.0,0.432
7638,Cambodia,1987,12486216704.0,0.0,0.436
7639,Cambodia,1988,12803095552.0,0.0,0.451
7640,Cambodia,1989,13115360256.0,0.0,0.451
7645,Cambodia,1994,15506534400.0,0.057,1.425
7646,Cambodia,1995,16129537024.0,0.057,1.499
7647,Cambodia,1996,16617856000.0,0.114,1.517
7648,Cambodia,1997,17146214400.0,0.086,1.466
7649,Cambodia,1998,17590364160.0,0.087,1.876
7650,Cambodia,1999,19232620544.0,0.0,1.894
7651,Cambodia,2000,20441458688.0,0.0,1.975
7652,Cambodia,2001,21596243968.0,0.0,2.25
7653,Cambodia,2002,22487644160.0,0.0,2.206
7654,Cambodia,2003,23847374848.0,0.0,2.378
7655,Cambodia,2004,25709400064.0,0.0,2.444
7656,Cambodia,2005,28450983936.0,0.0,2.774
7657,Cambodia,2006,30787633152.0,0.0,2.997
7658,Cambodia,2007,33155622912.0,0.053,3.419
7659,Cambodia,2008,34556530688.0,0.371,3.495
7660,Cambodia,2009,34483417088.0,0.347,4.209
7661,Cambodia,2010,34988625920.0,0.37,4.708
7662,Cambodia,2011,36605583360.0,0.431,4.844
7663,Cambodia,2012,39288827904.0,0.487,5.0889999999999995
7664,Cambodia,2013,42198171648.0,0.507,5.13
7665,Cambodia,2014,45181947904.0,0.51,6.324000000000001
7666,Cambodia,2015,48358453248.0,0.653,7.712999999999999
7667,Cambodia,2016,51749834752.0,1.421,9.501000000000001
7668,Cambodia,2017,55370772480.0,2.301,10.175
